sn	name
161	37 Degrees Celsius
162	Tsurukame Diamond
163	High Sense
164	Supermarket
165	Shop
166	Supermarket
167	Heritage Kitchen
168	Vending Machine
169	Dispatch Request
170	Enter Room
171	Enter Room
172	Enter Room
173	Enter Room
174	Enter Room
175	Return to Previous Scene (Safe Room)
176	Nagiuri Bookstore
180	Take on the Strong Enemy
181	Take on the Strong Enemy
182	Take on the Strong Enemy
183	Unlock Persona
184	Fortune-Telling Unlocked
185	Close the Velvet Room scene
186	Check the club bulletin board
187	Exchange Points
188	Exchange Points
190	Enter the Chamber of Recollections
191	Enter Hideout
192	Start practicing the performance
193	Enter the Chamber of Recollections
194	The current fortune-telling boost is...
195	Close rhythm game screen
196	The Velvet Trials
197	Water Gun Fight
198	Shaved Ice Shuffle
199	The Velvet Trials
201	Go to Rafflesia
202	Go to the Gym
203	Go to the beef bowl restaurant
204	Go to the bar in Shinjuku
205	Go to the underground mall at the station
206	Enter the game center
207	Leave
208	I have other plans...
209	Shoe Store
210	Problem Child
211	Clothing Store
212	School Store
213	Vending Machine
214	Maybe next time.
215	Enter the bar
222	Error: tnxotb-[Func_name_222]
223	Go inside
224	Maybe next time.
231	Go to Station Square
251	Fried Food Shop
252	Stationery Store
253	Vintage Clothing Store
254	Imported Grocery
255	Chinese Bun Shop
256	Crystal Healing
257	Vending Machine
300	Change protagonist's outfit to the school uniform
301	Change protagonist's outfit to loungewear
302	Change protagonist's outfit to casual clothes (temp resource)
310	City Life: Move protagonist to the classroom
311	City Life: Move protagonist home
320	Change story time to Time Slot 1: Morning
321	Change story time to Time Slot 2: Morning
322	Change story time to Time Slot 3: Lunch Break
323	Change story time to Time Slot 4: Afternoon
324	Change story time to Time Slot 5: After School
325	Change story time to Time Slot 6: Dusk
326	Change story time to Time Slot 7: Night
329	Changes story time and unlocks activities
330	City Life Activities
331	Merope Gift TL Pass Parameters
332	Motoha Arai Gift TL Pass Parameters
333	Riko Tanemura Gift TL Pass Parameters
334	Merope Unlock TL Pass Parameters
335	Motoha Arai Unlock TL Pass Parameters
336	Riko Tanemura Unlock TL Pass Parameter
337	Lufel Unlock TL Pass Parameters
338	From Lufel 1 to 2
339	From Lufel 2 to 3
340	From Lufel 3 to 4
341	From Lufel 4 to 5
342	Block achievement pop-ups during gacha story
343	Phantom Pass Leblanc City Life Exclusive
344	From Lufel 5 to 6
399	TL Accomplice Rank-Up Performance
400	Open the cooking screen
401	Plants
402	Sleep
403	Sleep
404	I'll sleep later
405	Sleep
406	Go to the Velvet Room
407	Persona Fusion
408	Boys' Bathroom
409	Tomoko Noge Unlock TL Pass Parameters
410	Kiyoshi Kurotani Unlock TL Pass Parameters
411	Yui Unlock TL Pass Parameters
412	Tomoko Noge Gift TL Parameters
413	Kiyoshi Kurotani Gift TL Parameters
414	Yui Gift TL Pass Parameters
417	Yumi Shiina Unlock TL Pass Parameters
418	Yumi Shiina Gift TL Pass Parameters
419	Ayaka Sakai Unlock TL Pass Parameters
420	Ayaka Sakai Gift TL Parameters
415	Yaoling Li Unlock TL Pass Parameters
416	Yaoling Li Gift TL Pass Parameters
451	Persona Fusion
501	3DAYS Challenge - Complete all missions on Day 1
502	3DAYS Challenge - Complete all missions on Day 2
503	3DAYS Challenge - Complete all missions on Day 3
504	To Phantom Thief Level Up
505	To Phantom Thief weapons
506	Go to Persona Level Up
507	To the Bookworm
508	To Phantom Thief Revelation Card Level Up
509	To Phantom Thief skill Level Up
510	To Persona Fusion
511	To Phantom Thief Hidden Ability Overclocking
512	To the Miser
513	To the Awakening of the Unknown dungeon entrance
514	Receive rewards by completing all missions on the 4th day.
515	Receive rewards for completing all missions on the 5th day.
516	Receive rewards for completing all missions on the 6th day.
517	Receive rewards for completing all missions on the 7th day.
518	Obtain from Awakening of the Unknown
519	Obtain from Recollections
520	Obtain from Divine Oracle
521	Obtain from Visions of Ruin
522	Obtain from the Shadow Hunting Grounds
523	View original
524	Kiuchi's Palace Progress
525	Miyazawa's Palace Progress
526	Go to Persona Fusion Screen
527	Ticket Level Rewards
528	Path of Aiyatsbus Fare Machine
529	Defeat Takeyuki Kiuchi
530	Participate in Metaverse Challenge
531	Participate in Metaverse Training
532	Participate in the Shadow Hunting Grounds
533	Practice soccer
534	Maybe another time.
535	Obtain from Weapon Forging
551	Boys' Bathroom
552	Boys' Bathroom
553	Capsule Machines
554	Akihabara Central Street
555	P4G Collab Exclusive
556	Capsule Machine
557	Metro of Desire
558	Capsule Machine
559	Shibuya Central Street
560	Capsule Machine
561	Zoshigaya Omotesando
562	Capsule Machine
563	Shinjuku Red-light District
564	Airsoft Shop
565	Capsule Machine Usage Achievement
566	Capsule Machine
567	Underground Mall
568	Capsule Machine
569	Kichijoji
570	Capsule Machine
571	Kichijoji
601	Mission Acquisition: Thief's Fake Performance (Motoha)
602	Mission Acquisition: Thief's Fake Performance (Futaba)
603	Obtain Yukimi in the CBT1 character gacha tutorial
604	Acquire Motoha's 4★ weapon in the CBT1 weapon gacha tutorial
605	Mission Acquisition: Thief's Fake Performance (Kayo Tomiyama)
606	Mission Acquisition: Thief's Fake Performance (Shun Kano)
607	Mission Acquisition: Thief's Fake Performance (Riko)
700	Change story time to clear
701	Change story time to early morning & clear
702	Change story time to morning & clear
703	Change story time to lunchtime & clear
704	Change story time to afternoon & clear
705	Change story time to after school & clear
706	Change story time to evening & clear
707	Change story time to night & clear
710	Change story time to cloudy
711	Change story time to early morning & cloudy
712	Change story time to morning & cloudy
713	Change story time to lunchtime & cloudy
714	Change story time to afternoon & cloudy
715	Change story time to after school & cloudy
716	Change story time to evening & cloudy
717	Change story time to night & cloudy
720	Change story time to rainy
721	Change story time to early morning & rainy
722	Change story time to morning & rainy
723	Change story time to lunchtime & rainy
724	Change story time to afternoon & rainy
725	Change story time to after school & rainy
726	Change story time to evening & rain
727	Change story time to night & rain
799	Change story time to cloudy
811	Return to Tycoon Main Menu
812	Jump to Tycoon
813	Jump to Tycoon
901	Establish/Join Companio
902	Move to your Companio
801	Open Music Player
903	See you.
904	Open Companio screen
905	About Companio
906	About the selfie machine
907	About Nightmare's Gateway
908	I don't have any questions.
910	A Place Filled with Nightmares
911	Camera
912	Announcements
913	Maybe next time.
914	Open Companio Member Info
950	Café Event Notification
951	Café Event Notification - Ann Takamaki
952	Thieves Den - 1F North Landing
953	Thieves Den - 2F North Landing
954	Thieves Den - 1F South Landing
955	Thieves Den - 2F South Landing
1001	Pursuit of Treasure
1002	Pursuit of Honor
956	About this place
957	Palace Level
958	Place statue
959	Listen to music
960	View image
961	Changing my appearance
962	Play Minigame
1003	Pursuit of Parts
1004	Wind and Electricity 101
963	I don't have any questions.
1005	Ice and Fire 101
1006	Nuclear and Psychokinesis 101
1007	Zen Meditation
1008	Body Tempering
1009	Enlightenment
1010	Weapon Exploration
1011	Boundary Ruins
1012	Hideout
1013	Shadow Battle
1050	Tycoon Shop
1051	Central Street No. 1
1052	Triple Seven
1053	Companion Shop
1054	Arena Shop
1055	Taiheido Bookstore
1056	Crêpe Shop
1057	Burger Shop
1058	Beef Bowl Restaurant
1046	Go to the underground mall at the station
1047	Go to the underground mall
1048	Go to Station Square
1049	Go to Station Square
1059	Central Street Boutique
1060	Airsoft Shop
1061	Open entrance to the Velvet Trials
1062	Open the entrance to the house
1063	Thieves' Exchange
1064	Exchange Batting Points
1065	Batting Cages
1066	Supermarket
1067	Go to Teratani
1068	Part-time job in the city
1069	Realm of Repression
1070	Secondhand Shop
1071	Gourmet Supermarket
1072	Japanese Sundries Shop
1073	Flower Shop
1074	Cosmetics Store
1075	Bookstore
1076	Drugstore
1077	Discount Store
1078	Jewelry Store
1079	Vending Machine
1080	Miser
1081	Numb Bookworm
1082	Violent Martial Artist
1083	Chaos Shadow
1084	Palace Persona Challenge
1085	Awakening of the Unknown
1086	Weapon Forging
1087	Persona Lesson
1088	Divine Oracle
1089	Palace Exploration
1090	Palace Shadow: Batter
1091	Palace Shadow: Vendor
1092	Palace Shadow: Elite Catcher
1093	Metaverse Shadow
1094	Explore Mementos
1095	Cooking
1096	Plants
1097	Workbench
1098	37 Degrees Celsius
1099	Velvet Fusion
1101	Shop Charge
1102	Companio
1103	Fortune
1104	Shop Purchase
1105	Move protagonist to the living room
1106	Go to Zoshigaya
1107	Go to your bedroom
1108	To the living room
1109	Travel to another area
1110	Change to early morning (with animation)
1111	Change to afternoon (with animation)
1112	Change to night (with animation)
1113	Change to early morning (no animation)
1114	Change to afternoon (no animation)
1115	Change to night (no animation)
1116	Enter bedroom from another scene
1117	Friends
1118	Obtain supplies
1119	Palace Shadow
1120	Palace Shadow
1121	Palace Shadow
1122	Palace Shadow
1123	Palace Shadow
1124	Palace Shadow
1125	Go home
1126	Go home
1127	Fare Machine
1128	IM Screen
1129	Level Up Notification Screen
1130	Open the preview screen
1281	Default Party - Chapter 1 Boss Battle	 Motoha joins the fight
1131	Pray at Marthym's Shop
1141	1.0 Main Story Event Trailer
1144	Close all dialogue
1142	2.0 Main Story Event Trailer
1143	Japanese Collaboration Event Trailer
1282	Default Party - Prologue Battle 2	 Lufel acts first
1283	Default Party - Chapter 1 (5) Motoha Awakening Battle	 Default Motoha Joins the Fight
1284	Default Party - Chapter 2 (33) Shun Kano Awakening Battle	 Default Shun Kano Joins the Battle
1285	Default Party - Prologue Casino - Joker Thief Setup
1286	Default Party - Velvet Room Trial	 Tomiyama
1287	Default Party - Miyazawa Boss Battle Default Party
1500	Strange Castle
1501	Relativity's Labyrinth
1502	Well-Used Dungeon
1600	In front of Minami Miyashita
1601	In front of Haruna Nishimori
1145	3.0 Main Story Event Trailer
1701	Yakitori Masao Activities Unlocked Notification
1702	Yuta Sato Activities Unlocked Notification
1703	Hiyori Koide Activities Unlocked Notification
1704	Ayaka Sakai Activities Unlocked Notification
1705	Fumiyo Tosabayashi Activities Unlocked Notification
1706	Clear Phantom Pass Missions
1707	Use your Stamina to take on the Metaverse!
1708	Complete story missions to earn rewards
1709	Open Mission screen
1710	Chihaya Mifune's Preliminary Mission Activities Unlocked Notification
1711	Shichi-kun Activities Unlocked Notification
1712	Kazuhiko Tsuda Activities Unlocked Notification
1713	Tetsunojou Shishida Activities Unlocked Notification
1714	Rikuto Shimizu Activities Unlocked Notification
1715	Anderson Activities Unlocked Notification
1716	Orange Tabby Activities Unlocked Notification
1717	Komatsu Activities Unlocked Notification
1720	Band Club Activities Unlocked Notification
1721	Soccer Club Activities Unlocked Notification
1722	Minami Miyashita Activities Unlocked Notification
1723	Haruna Nishimori Activities Unlocked Notification
1801	In front of Merope
1802	Motoha's School Day
1803	Motoha's Day Off
1804	Kiyoshi Kurotani's School Day
1805	Kiyoshi Kurotani's Day Off
1806	Tomoko's School Day
1807	Tomoko's Day Off
1808	In front of Kayo Tomiyama
1809	In front of Shun Kano
1810	In front of Yaoling Li
1811	YUI - In her room at home
1900	OWEvent Count - Selection +0 points
1813	Ayaka Sakai - Shibuya Form
1814	Miyu Sahara - Shinjuku
1815	Miyu Sahara - Kichijoji
1817	Masaki Ashiya (Flower Shop)
1901	OWEvent Count - Selection +1 Point
1816	Kira Kitazato - Shibuya (Outside Arcade)
1818	Kotone Montagne (Shibuya bookstore)
1812	Yumi - Shibuya Bar
1907	Go home
1908	Play outside
1909	Not decided yet
1910	Become close friends
1911	Become soulmates
1912	Bond Select - Motoha
1913	Become close friends - Motoha
1914	Become soulmates - Motoha
1915	Bond Select - Tomoko
1916	Become close friends - Tomoko
1917	Become soulmates - Tomoko
1918	Bond Select - Yaoling Li
1919	Become close friends - Yaoling Li
1920	Become soulmates - Yaoling Li
1921	Bond Select - Yumi Shiina
1927	Bond Select - Miyu Sahara
1928	Become close friends - Miyu Sahara
1929	Become soulmates - Miyu Sahara
1924	Bond Select - Ayaka Sakai
1925	Become close friends - Ayaka Sakai
1926	Become soulmates - Ayaka Sakai
1922	Become close friends - Yumi Shiina
1923	Become soulmates - Yumi Shiina
2000	Check notification
2001	I'll pass.
2101	What is a Menace	 anyway?
2102	Why don't the police catch them?
2103	What does the public think?
2104	I don't have any questions.
2105	I want to know about Divine Justice.
2106	What's a "condemned Menace"?
2107	What do you think about Divine Justice?
2108	I don't have any questions.
3001	Show Igor's location on the map
3002	Show Morgana's location on the map
3003	Show Makoto Niijima's location on the map
3004	Show Fujikawa's location on the map
3005	Show Yusuke's location on the map
3006	Show Sojiro's location on the map
3007	Show Ann's location on the map
3008	Show Ryuji's location on the map
3009	Show Caroline & Justine's location on the map
3010	Show Futaba's location on the map
3011	Show Chihaya's location on the map
3012	Display Akechi's location on map
3013	Show Iwai's location on the map
3014	Show Takemi's location on the map
3015	Show Kawakami's location on the map
3016	Show Ohya's location on the map
3017	Show Shinya's location on the map
3018	Show Hifumi's location on the map
3019	Show Mishima's location on the map
3020	Show Yoshida's location on the map
3021	Show Sae's location on the map
3022	Show Lavenza's location on the map
3023	Show ???'s location on the map
3024	Show ???'s location on the map
3101	Attend class
3999	Close the Fare Machine screen
4004	Classroom BGM Start
4005	Classroom BGM Stop
4006	Open back of the classroom door to hallway
4007	Open the door at the front of the classroom to the hallway
4008	Classroom subtitles
4010	Go to the rooftop
4011	See you.
4012	Go to 2F
4013	Enter the school
4014	Leave
4015	Shimo-Kitazawa Station
4016	Enter the school
4017	Main Story Lufel Set
4018	Main Story Protagonist Set
4019	I want to think about it a little more
4020	Return home to Zoshigaya and open the door - Common
4021	Return to the house in Zoshigaya and open the door - Enter the bedroom for the first time in the story
4022	Open door
4023	Enter bedroom for the first time
4024	Wait a little longer
4025	Protagonist's loungewear
4026	Protagonist's casual uniform
4027	Protagonist's formal uniform
4028	Return to the city
4029	Close the Velvet Trial
4030	Enter the school
4031	Classroom Bldg 1F Stairs - Front
4032	Classroom Bldg 1F Stairs - Back
4033	Classroom Bldg 1F Walkway - Front
4034	Classroom Bldg 1F Walkway - Back
4035	Practice Bldg 1F Stairs - Front
4036	Practice Bldg 1F Stairs - Back
4037	Practice Bldg 1F Walkway - Front
4038	Practice Bldg 1F Walkway - Back
4039	Classroom Bldg 2F Stairs - Front
4040	Classroom Bldg 2F Stairs - Back
4041	Practice Bldg 2F Stairs - Front
4042	Practice Bldg 2F Stairs - Back
4043	Practice Bldg 3F Library
4044	Practice Bldg 3F Library - Front
4045	Classroom Bldg 3F Stairs - Front
4046	Classroom Bldg 3F Stairs - Back
4047	Practice Bldg 3F Stairs - Front
4048	Practice Bldg 3F Stairs - Back
4049	Play Fever state music
4050	Stop Fever state music
4051	Play Music—Disquiet
4052	Play Music—Tokyo Emergency
4053	From Shinjuku to Victory Kitchen
4054	From Victory Kitchen to Shinjuku
4055	From Classroom Bldg 1F hallway to the gymnasium
4056	Band Club
4057	Leave the band room
4058	See you.
4059	Set to Ritsuka Takanashi
4060	See you.
4100	Go inside
4101	Open door
4200	Chapter 3 SNS_Event_03_14_01
4201	Chapter 3 SNS_Event_03_14_01
5000	Error: tnxotb-[Func_name_5000]
5001	Break Room - Down
5002	Down - Break Room
5003	Up - Boss
5004	Boss - Exit
5005	Break Room - Down
5006	Down - Break Room
5007	Up - Boss
5008	Boss - Exit
6001	Merope Affection Event TL
6002	Motoha Synergy Event TL
6003	Synergy - Kayo Tomiyama Unlock TL Pass Parameter
6004	Synergy - Kayo Tomiyama Gift TL Pass Parameter
6005	Synergy - Shun Kano Unlock TL Pass Parameters
6006	Synergy - Shun Kano Gift TL Pass Parameters
6007	Synergy - Sumi Unlock TL Pass Parameter
6008	Synergy - Sumi Gift TL Pass Parameter
6009	Tomoko - Rewind Synergy to Soulmate
6010	Tomoko - Rewind Synergy to Close Friend
6011	Motoha - Rewind Synergy to Soulmate
6012	Motoha - Rewind Synergy to Close Friend
6013	Yaoling Li - Rewind Synergy to Soulmate
6014	Yaoling Li - Rewind Synergy to Close Friend
6015	Open Tomoko - Soulmate Option
6016	Open Motoha - Soulmate Option
6018	Synergy - Miyu Sahara Unlock TL Pass Parameters
6019	Synergy - Miyu Sahara Gift TL Pass Parameters
6017	Open Yaoling Li - Soulmate Option
6023	Yumi Shiina - Rewind Synergy to Soulmate
6024	Yumi Shiina - Rewind Synergy to Close Friend
6025	Open Yumi Shiina - Soulmate Option
6026	Ayaka Sakai - Rewind Synergy to Soulmate
6029	Miyu Sahara - Rewind Synergy to Soulmate
6030	Miyu Sahara - Rewind Synergy to Close Friend
6031	Open Miyu Sahara - Soulmate Option
6027	Rewind Ayaka Sakai - Rewind Synergy to Close Friend
6028	Open Ayaka Sakai - Soulmate Option
6032	Synergy - Kira Kitazato Unlock TL Pass Parameter
6033	Synergy - Kira Kitazato Gift TL Pass Parameter
6034	Kira Kitazato - Rewind Synergy to Soulmate
6035	Kira Kitazato - Rewind Synergy to Close Friend
6036	Open Kira Kitazato - Soulmate Option
6037	Synergy - Masaki Ashiya Unlock TL Pass Parameters
6038	Synergy - Masaki Ashiya Gift TL Pass Parameters
6039	Synergy - Kotone Unlock TL Pass Parameters
6040	Synergy - Kotone Gift TL Pass Parameters
6300	Synergy Story - Kayo Toyama 6_event1 SNS Call
7001	Automatically obtain the uniform
8101	Fuse in the Velvet Room
8111	Fuse in the Velvet Room
8112	Fuse in the Velvet Room
8113	Fuse in the Velvet Room
8114	Fuse in the Velvet Room
8115	Fuse in the Velvet Room
8116	Fuse in the Velvet Room
8117	Fuse in the Velvet Room
8118	Fuse in the Velvet Room
8119	Fuse in the Velvet Room
8120	Fuse in the Velvet Room
8121	Fuse in the Velvet Room
8122	Fuse in the Velvet Room
8123	Fuse in the Velvet Room
8124	Fuse in the Velvet Room
8125	Fuse in the Velvet Room
8126	Fuse in the Velvet Room
8127	Fuse in the Velvet Room
8128	Fuse in the Velvet Room
8129	Fuse in the Velvet Room
8130	Fuse in the Velvet Room
8131	Fuse in the Velvet Room
8132	Fuse in the Velvet Room
8133	Fuse in the Velvet Room
8134	Fuse in the Velvet Room
8135	Fuse in the Velvet Room
8136	Fuse in the Velvet Room
8137	Fuse in the Velvet Room
8138	Fuse in the Velvet Room
8139	Fuse in the Velvet Room
8140	Fuse in the Velvet Room
8141	Fuse in the Velvet Room
8142	Fuse in the Velvet Room
8143	Fuse in the Velvet Room
8144	Fuse in the Velvet Room
8145	Fuse in the Velvet Room
8146	Fuse in the Velvet Room
8147	Fuse in the Velvet Room
8148	Fuse in the Velvet Room
8149	Fuse in the Velvet Room
8150	Fuse in the Velvet Room
8151	Fuse in the Velvet Room
8152	Fuse in the Velvet Room
8153	Fuse in the Velvet Room
8154	Fuse in the Velvet Room
8155	Fuse in the Velvet Room
8156	Fuse in the Velvet Room
8157	Fuse in the Velvet Room
8158	Fuse in the Velvet Room
8159	Fuse in the Velvet Room
8160	Fuse in the Velvet Room
8161	Fuse in the Velvet Room
8162	Fuse in the Velvet Room
8163	Fuse in the Velvet Room
8164	Fuse in the Velvet Room
8165	Fuse in the Velvet Room
8166	Fuse in the Velvet Room
8167	Fuse in the Velvet Room
8168	Fuse in the Velvet Room
8169	Fuse in the Velvet Room
8170	Fuse in the Velvet Room
8171	Fuse in the Velvet Room
8172	Fuse in the Velvet Room
8173	Fuse in the Velvet Room
8174	Fuse in the Velvet Room
8175	Fuse in the Velvet Room
8176	Fuse in the Velvet Room
8177	Fuse in the Velvet Room
8178	Fuse in the Velvet Room
8179	Fuse in the Velvet Room
8180	Fuse in the Velvet Room
8181	Fuse in the Velvet Room
8182	Fuse in the Velvet Room
8183	Fuse in the Velvet Room
8184	Fuse in the Velvet Room
8185	Fuse in the Velvet Room
8186	Fuse in the Velvet Room
8187	Fuse in the Velvet Room
8188	Fuse in the Velvet Room
8189	Fuse in the Velvet Room
8190	Fuse in the Velvet Room
8191	Fuse in the Velvet Room
8192	Fuse in the Velvet Room
8193	Fuse in the Velvet Room
8194	Fuse in the Velvet Room
8195	Fuse in the Velvet Room
8196	Fuse in the Velvet Room
8197	Fuse in the Velvet Room
8198	Fuse in the Velvet Room
8199	Fuse in the Velvet Room
8200	Fuse in the Velvet Room
8201	Fuse in the Velvet Room
8202	Fuse in the Velvet Room
8203	Fuse in the Velvet Room
8204	Fuse in the Velvet Room
8205	Fuse in the Velvet Room
8206	Fuse in the Velvet Room
8207	Fuse in the Velvet Room
8208	Fuse in the Velvet Room
8209	Fuse in the Velvet Room
8210	Fuse in the Velvet Room
8211	Fuse in the Velvet Room
8212	Fuse in the Velvet Room
8213	Fuse in the Velvet Room
8214	Fuse in the Velvet Room
8215	Fuse in the Velvet Room
8216	Fuse in the Velvet Room
8217	Fuse in the Velvet Room
8218	Fuse in the Velvet Room
8219	Fuse in the Velvet Room
8220	Fuse in the Velvet Room
8221	Fuse in the Velvet Room
8222	Fuse in the Velvet Room
8223	Fuse in the Velvet Room
8224	Fuse in the Velvet Room
8225	Fuse in the Velvet Room
8226	Fuse in the Velvet Room
8227	Fuse in the Velvet Room
8228	Fuse in the Velvet Room
8229	Fuse in the Velvet Room
8230	Fuse in the Velvet Room
8231	Fuse in the Velvet Room
8232	Fuse in the Velvet Room
8233	Fuse in the Velvet Room
8234	Fuse in the Velvet Room
8235	Fuse in the Velvet Room
8236	Fuse in the Velvet Room
8237	Fuse in the Velvet Room
8238	Fuse in the Velvet Room
8239	Fuse in the Velvet Room
8240	Fuse in the Velvet Room
8241	Fuse in the Velvet Room
8242	Fuse in the Velvet Room
8243	Fuse in the Velvet Room
8244	Fuse in the Velvet Room
8245	Fuse in the Velvet Room
8246	Fuse in the Velvet Room
8247	Fuse in the Velvet Room
8248	Fuse in the Velvet Room
8249	Fuse in the Velvet Room
8250	Fuse in the Velvet Room
8251	Fuse in the Velvet Room
8252	Fuse in the Velvet Room
8253	Fuse in the Velvet Room
8254	Fuse in the Velvet Room
8255	Fuse in the Velvet Room
8256	Fuse in the Velvet Room
8257	Fuse in the Velvet Room
9001	Lufel's "Business" Plan Day 3
9002	Lufel's "Business" Plan Day 5
9003	Lufel's "Business" Plan Day 6
9004	14 DAYS Challenge - Clear Side Mission Shichi-kun's Story
9005	14 DAYS Challenge - Clear Stage 2 of Brawl Bots in Strategy Mode
9006	14 DAYS Challenge - Clear Stage 2 of Brawl Bots in Battle Mode
9007	14 DAYS Challenge - Clear Stage 6 of Brawl Bots in Strategy Mode
9008	14 DAYS Challenge - Clear Stage 6 of Brawl Bots in Battle Mode
9009	14 DAYS Challenge - Clear Stage 8 of Brawl Bots in Battle Mode
9010	View Metaverse Challenge list
9011	To Phantom Thief screen (Schema)
9012	Purchase at Marthym's Shop
9013	Awakening Test Limited Reward
9014	Kayo Tomiyama Synergy Rank 1 Reward
9015	Kayo Tomiyama Synergy Rank 3 Reward
9016	Kayo Tomiyama Synergy Rank 20 Reward
9017	Premium Pass + Rewards
9018	CATCH YOUR EYE event rewards
9019	14 Days Challenge - Obtain schema from Persona screen
9020	14 DAYS Challenge - Clear the Main Story
9021	14 DAYS Challenge - Clear Side Missions
9022	14-Day Challenge - Perform fortune-telling 10 times
9023	14 DAYS Challenge - Clear Beginner-level baseball
9024	14 DAYS Challenge - Change icon one time
9025	Plan Event - Complete all missions in Step 8
9026	Plan Event - Complete all missions in Step 9
9027	Plan Event - Complete all missions in Step 10
9028	Plan Event - Complete all missions in Step 11
9029	Plan Event - Complete all missions in Step 12
9030	Plan Event - Complete all missions in Step 13
9031	Plan Event - Complete all missions in Step 14
9032	Goal Event - Yaoling Li Synergy
9033	Goal Event - Motoha Arai Synergy
9034	Goal Event - Tomoko Noge Synergy
9035	Goal Event - Kayo Tomiyama Synergy
9036	14 DAYS Challenge - Clear Side Mission The Accurate Fortune Teller
9037	14 DAYS Challenge - Clear the main story Traces of Dreams
9038	14 DAYS Challenge - Clear Tutorial Break Open the Unknown
9039	14 DAYS Challenge - Clear Tutorial Capsule Machine Fun
9040	14 DAYS Challenge - Clear the main story Outcome of Pride
9041	14 DAYS Challenge - Clear Tutorial Raise a Joyful Song
9042	Go to Persona Fusion Screen
9043	Start Bonus Event Rewards
9044	Complete all missions in Plan III	 Step 1
9045	Complete all missions in Plan III	 Step 2
9046	Complete all missions in Plan III	 Step 3
9047	Complete all missions in Plan III	 Step 4
9048	Complete all missions in Plan III	 Step 5
9049	Complete all missions in Plan III	 Step 6
9050	Complete all missions in Plan III	 Step 7
9051	Complete all missions in Plan IV	 Step 1
9052	Complete all missions in Plan IV	 Step 2
9053	Complete all missions in Plan IV	 Step 3
9054	Complete all missions in Plan IV	 Step 4
9055	Complete all missions in Plan IV	 Step 5
9505	NB[Fu][505]
9056	Complete all missions in Plan IV	 Step 6
9057	Complete all missions in Plan IV	 Step 7
9501	Obtain at an Apple offline event
9502	Obtain from Summer! Swimsuits! event mission
9503	Display Summer Event Guide
9504	Obtain from Pizza Hut Collaboration
9601	Lufel's "Business" Goals Day 1
9602	Open the shop's product screen
9603	Paw it Forward
9604	Puzzle Solving Expedition!
9605	Robotic Challenge
9606	Collaboration Phase 2: Bank Arc
9607	Synergy: Kiyoshi Kurotani
9608	Makoto Niijima Phantom Thief Pool
9617	Fireworks preparation
10001	Kiuchi's Palace
10002	Path of Qimranut
10003	Awakening of the Unknown
10004	Weapon Forging
10005	Persona Lesson
10006	Divine Oracle
10007	Divine Oracle
10008	Divine Oracle
10009	Defeat Pazuzu
10010	Defeat Byakko
10011	Defeat Moloch
10012	Meat Cutlet Shop
10013	Stationery Store
10014	Vintage Clothing Store
