sn	name	desc	strName
20022002	Shadow Soldier	AAAAAA==	AAAAAA==
20022003	Shadow Soldier	AAAAAA==	AAAAAA==
20022004	Shadow Soldier	AAAAAA==	AAAAAA==
20022005	Shadow Soldier	AAAAAA==	AAAAAA==
20022006	Shadow Soldier	AAAAAA==	AAAAAA==
20022007	Shadow Soldier	AAAAAA==	AAAAAA==
20022008	Shadow Lord	AAAAAA==	AAAAAA==
20022009	Shadow Soldier	AAAAAA==	AAAAAA==
20022010	Shadow Soldier	AAAAAA==	AAAAAA==
20022011	Shadow Soldier	AAAAAA==	AAAAAA==
20022012	Shadow Soldier	AAAAAA==	AAAAAA==
20022013	Shadow Soldier	AAAAAA==	AAAAAA==
20022014	Shadow Soldier	AAAAAA==	AAAAAA==
20022015	Shadow Soldier	AAAAAA==	AAAAAA==
20023001	Shadow Soldier	AAAAAA==	AAAAAA==
20023002	Shadow Soldier	AAAAAA==	AAAAAA==
20023003	Shadow Soldier	AAAAAA==	AAAAAA==
20023004	Shadow Soldier	AAAAAA==	AAAAAA==
20023005	Shadow Soldier	AAAAAA==	AAAAAA==
20023006	Shadow Soldier	AAAAAA==	AAAAAA==
20023007	Shadow Soldier	AAAAAA==	AAAAAA==
20023008	Shadow Lord	AAAAAA==	AAAAAA==
20023009	Shadow Soldier	AAAAAA==	AAAAAA==
20023010	Shadow Soldier	AAAAAA==	AAAAAA==
20023011	Shadow Soldier	AAAAAA==	AAAAAA==
20023012	Shadow Soldier	AAAAAA==	AAAAAA==
20023013	Shadow Soldier	AAAAAA==	AAAAAA==
20023014	Shadow Soldier	AAAAAA==	AAAAAA==
20023015	Shadow Soldier	AAAAAA==	AAAAAA==
20014001	Shadow Security Guard	AAAAAA==	AAAAAA==
2102001	Buchiko Statue	AAAAAA==	AAAAAA==
2102008	Shichi-kun	AAAAAA==	A Day with Shichi-kun
2102010	Ryuji Sakamoto	AAAAAA==	AAAAAA==
2102011	Convenience Store	<color=#ffffff>  </color>	AAAAAA==
2102014	Movie Theater	<color=#ffffff>  </color>	AAAAAA==
2102015	Vending Machine	<color=#ffffff>  </color>	AAAAAA==
2102016	Go to the underground mall	AAAAAA==	AAAAAA==
2102017	Go to the underground mall	AAAAAA==	AAAAAA==
2102018	Station	AAAAAA==	AAAAAA==
2102019	Bookstore	<color=#ffffff>  </color>	AAAAAA==
2102020	Crêpe Shop	<color=#ffffff>  </color>	AAAAAA==
2102021	Beef Bowl Shop	<color=#ffffff>  </color>	AAAAAA==
2012022	Airsoft Shop	<color=#ffffff>  </color>	AAAAAA==
2102023	Arcade	<color=#ffffff>  </color>	AAAAAA==
2102024	Burger Shop	<color=#ffffff>  </color>	AAAAAA==
2102025	Station	AAAAAA==	AAAAAA==
2102026	Drugstore	<color=#ffffff>  </color>	AAAAAA==
2102028	Underground Mall	AAAAAA==	AAAAAA==
2102029	Bar	AAAAAA==	AAAAAA==
2102079	Ayaka Sakai	A girl is standing silently in the square	 wishing she had the courage to start singing...	AAAAAA==
2102080	Girl with a Guitar	AAAAAA==	AAAAAA==
2102081	Yuta Sato	AAAAAA==	AAAAAA==
2102084	Yuta Sato	AAAAAA==	AAAAAA==
2102085	Yuta Sato	AAAAAA==	AAAAAA==
2102086	Go to the platform	AAAAAA==	AAAAAA==
2102089	Ayaka Sakai	AAAAAA==	AAAAAA==
2102090	Diner	<color=#ffffff>  </color>	AAAAAA==
2102093	Girl with a Donation Box	AAAAAA==	AAAAAA==
2102094	Gym	<color=#ffffff>  </color>	AAAAAA==
2102095	Guitar Case	AAAAAA==	AAAAAA==
2102096	Smoking Area	AAAAAA==	AAAAAA==
2102097	Lottery Stand	AAAAAA==	AAAAAA==
2102100	Station	AAAAAA==	AAAAAA==
2102099	Karaoke	AAAAAA==	AAAAAA==
2102101	Discount Store	<color=#ffffff>  </color>	AAAAAA==
2102102	Station Square	<color=#ffffff>  </color>	AAAAAA==
2102103	Central Street	<color=#ffffff>  </color>	AAAAAA==
2102104	Frequent Lottery Customer	AAAAAA==	AAAAAA==
2102105	Listen to audience	AAAAAA==	AAAAAA==
2102106	Listen to audience	AAAAAA==	AAAAAA==
2102107	Frequent Customer	AAAAAA==	AAAAAA==
2102108	The Velvet Room	<color=#ffffff>  </color>	AAAAAA==
2102109	Merope	<color=#ffffff>  </color>	AAAAAA==
2102110	The Velvet Room	<color=#ffffff>  </color>	AAAAAA==
2102111	Lethargic Female Clerk	AAAAAA==	AAAAAA==
2102112	Gloomy Hall Manager	AAAAAA==	AAAAAA==
2102113	Employee	AAAAAA==	AAAAAA==
2102114	Kind Old Man	AAAAAA==	AAAAAA==
2102115	Shichi-kun	AAAAAA==	AAAAAA==
2102116	Rough Man	AAAAAA==	AAAAAA==
2102117	Yuta Sato	AAAAAA==	AAAAAA==
2102120	Anderson	AAAAAA==	AAAAAA==
2102121	Man with Large Muscles	AAAAAA==	AAAAAA==
2102122	Employee	AAAAAA==	AAAAAA==
2102123	Error: tnxotb-[Npc_name_2102123]	AAAAAA==	AAAAAA==
2102130	Map of Shibuya	AAAAAA==	AAAAAA==
2102131	Map of Shibuya	AAAAAA==	AAAAAA==
2102132	Map of Shibuya	AAAAAA==	AAAAAA==
2102140	Newspaper Stand Regular	AAAAAA==	AAAAAA==
2102141	Drugstore	AAAAAA==	AAAAAA==
2102142	Monjayaki	AAAAAA==	AAAAAA==
2102143	Man in a Suit	AAAAAA==	AAAAAA==
2102144	Drugstore	AAAAAA==	AAAAAA==
2102145	Coffee Chain	AAAAAA==	AAAAAA==
2102146	Crossing Drugstore	AAAAAA==	AAAAAA==
2102147	Listen to conversation	AAAAAA==	AAAAAA==
2102148	Pay Phone	AAAAAA==	AAAAAA==
2102150	Pay Phone	AAAAAA==	AAAAAA==
2102151	Pay Phone	AAAAAA==	AAAAAA==
2102152	Locker	AAAAAA==	AAAAAA==
2102160	Event Tent	AAAAAA==	AAAAAA==
2102161	Middle-Aged Employee	AAAAAA==	AAAAAA==
2102162	Staff	AAAAAA==	AAAAAA==
2102163	Haruna Nishimori	AAAAAA==	AAAAAA==
2102164	Yuna	AAAAAA==	AAAAAA==
2102165	Kyo	AAAAAA==	AAAAAA==
2102166	Haruna's Mother	AAAAAA==	AAAAAA==
2102167	Haruna Nishimori	AAAAAA==	AAAAAA==
2102168	Yuna	AAAAAA==	AAAAAA==
2102169	Kyo	AAAAAA==	AAAAAA==
2102170	Haruna's Mother	AAAAAA==	AAAAAA==
2102171	Haruna Nishimori	AAAAAA==	AAAAAA==
2102172	Yuna	AAAAAA==	AAAAAA==
2102173	Kyo	AAAAAA==	AAAAAA==
2102174	Shota Ito	AAAAAA==	AAAAAA==
2102175	Haruna Nishimori	AAAAAA==	AAAAAA==
2102176	Haruna Nishimori	AAAAAA==	AAAAAA==
2102177	Yuna	AAAAAA==	AAAAAA==
2102178	Kyo	AAAAAA==	AAAAAA==
2102180	Woman in Kimono	AAAAAA==	AAAAAA==
2102181	Man with a Camera	AAAAAA==	AAAAAA==
2102182	Haruna Nishimori	AAAAAA==	AAAAAA==
2102183	Haruna's Mother	AAAAAA==	AAAAAA==
2102200	Namie Komatsu	<color=#ffffff>  </color>	AAAAAA==
2102201	Haruna Nishimori	<color=#ffffff>  </color>	AAAAAA==
2102202	Haruna's Mother	AAAAAA==	AAAAAA==
2102210	Yumi Shiina	AAAAAA==	AAAAAA==
2102211	Kira Kitazato	AAAAAA==	AAAAAA==
2102212	Kotone Montagne	AAAAAA==	AAAAAA==
2102213	Kotone Montagne	AAAAAA==	AAAAAA==
2102994	Lufel	AAAAAA==	AAAAAA==
2102995	Motoha Arai	AAAAAA==	AAAAAA==
2102996	Scary-Looking Man	AAAAAA==	AAAAAA==
2102997	Expressionless Man	AAAAAA==	AAAAAA==
2102998	Motoha Arai	AAAAAA==	AAAAAA==
2102999	Motoha Arai	AAAAAA==	AAAAAA==
2103000	Flyer in front of the bookstore	AAAAAA==	AAAAAA==
30002031	Lufel	AAAAAA==	AAAAAA==
2102993	Merope	AAAAAA==	AAAAAA==
2102992	Merope	AAAAAA==	AAAAAA==
2102989	Motoha Arai	AAAAAA==	AAAAAA==
2102988	Takeyuki Kiuchi	AAAAAA==	AAAAAA==
2103001	Capsule Machine	<color=#ffffff>  </color>	AAAAAA==
2102300	Motoha Arai	AAAAAA==	AAAAAA==
2102301	Motoha Arai	AAAAAA==	AAAAAA==
2102303	Shun Kano	AAAAAA==	AAAAAA==
2102305	Shun Kano	AAAAAA==	AAAAAA==
2102306	Motoha Arai	AAAAAA==	AAAAAA==
2102307	Shun Kano	AAAAAA==	AAAAAA==
2102308	Riko Tanemura	AAAAAA==	AAAAAA==
2102987	Riko Tanemura	AAAAAA==	AAAAAA==
30002016	Go to the hallway	AAAAAA==	AAAAAA==
30002017	Go to the hallway	AAAAAA==	AAAAAA==
268000	Go to the hallway	AAAAAA==	AAAAAA==
268001	Go to the hallway	AAAAAA==	AAAAAA==
268002	Go to the hallway	AAAAAA==	AAAAAA==
268003	Motoha Arai	<color=#ffffff>  </color>	AAAAAA==
268004	Mellow Student	AAAAAA==	AAAAAA==
268005	Undecided Student	AAAAAA==	AAAAAA==
268006	Unmotivated Student	AAAAAA==	AAAAAA==
268007	Bored Student	AAAAAA==	AAAAAA==
268008	Languid Student	AAAAAA==	AAAAAA==
268072	Giant Impact Club (Bored Student)	AAAAAA==	AAAAAA==
268009	Motoha Arai	<color=#ffffff>  </color>	AAAAAA==
268010	Seat	AAAAAA==	AAAAAA==
268011	Blackboard	AAAAAA==	AAAAAA==
268012	Gossip-Loving Student	AAAAAA==	AAAAAA==
268013	Dispassionate Student	AAAAAA==	AAAAAA==
268014	Curious Student	AAAAAA==	AAAAAA==
268015	Composed Student	AAAAAA==	AAAAAA==
268016	Daydreaming Student	AAAAAA==	AAAAAA==
268017	Tired Student	AAAAAA==	AAAAAA==
268018	Whispering Students	AAAAAA==	AAAAAA==
268019	Quietly Arguing Student	AAAAAA==	AAAAAA==
268020	Loudly Arguing Student	AAAAAA==	AAAAAA==
268021	Cautious Student	AAAAAA==	AAAAAA==
268022	Mellow Student	AAAAAA==	AAAAAA==
268023	Slightly Tired Student	AAAAAA==	AAAAAA==
268073	Giant Impact Club (Loudly Arguing Student)	AAAAAA==	AAAAAA==
268074	Giant Impact Club (Murmuring Student)	AAAAAA==	AAAAAA==
268024	Rumor-Obsessed Student	AAAAAA==	AAAAAA==
268025	Uninterested Student	AAAAAA==	AAAAAA==
268026	Gourmand Student	AAAAAA==	AAAAAA==
268027	Motivated Student	AAAAAA==	AAAAAA==
268028	Baseball-Loving Student	AAAAAA==	AAAAAA==
268029	Reserved Student	AAAAAA==	AAAAAA==
268075	Giant Impact Club (Gourmand Student)	AAAAAA==	AAAAAA==
268030	Whispering Students	AAAAAA==	AAAAAA==
268031	Nodding Student	AAAAAA==	AAAAAA==
268032	Free-Thinking Student	AAAAAA==	AAAAAA==
268033	Independent Student	AAAAAA==	AAAAAA==
268034	Fun-Loving Student	AAAAAA==	AAAAAA==
268035	Cool-Headed Student	AAAAAA==	AAAAAA==
268036	Morning Chime	AAAAAA==	AAAAAA==
268037	Lunch Chime	AAAAAA==	AAAAAA==
268038	After School Chime	AAAAAA==	AAAAAA==
268039	Trend-Following Student	AAAAAA==	AAAAAA==
268040	Festival-Loving Student	AAAAAA==	AAAAAA==
268041	Gourmand Student	AAAAAA==	AAAAAA==
268042	Apathetic Student	AAAAAA==	AAAAAA==
268043	Philosophical Student	AAAAAA==	AAAAAA==
268044	Lone Wolf Student	AAAAAA==	AAAAAA==
268046	Curious Student	AAAAAA==	AAAAAA==
268047	Sociable Student	AAAAAA==	AAAAAA==
268048	Serious Student	AAAAAA==	AAAAAA==
268049	Composed Student	AAAAAA==	AAAAAA==
268050	Rowdy Student	AAAAAA==	AAAAAA==
268051	Quiet Student	AAAAAA==	AAAAAA==
268052	Vigilant Student	AAAAAA==	AAAAAA==
268053	Classroom: Morning	AAAAAA==	AAAAAA==
268054	Classroom: Afternoon	AAAAAA==	AAAAAA==
268055	Classroom: Evening	AAAAAA==	AAAAAA==
268056	Classroom: Night	AAAAAA==	AAAAAA==
268057	Shun Kano	AAAAAA==	AAAAAA==
269001	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269002	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269003	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269004	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269005	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269006	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269007	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269008	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269009	Background Student - Male	Décor NPC (Male) - Non-Interactable	AAAAAA==
269011	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269012	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269013	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269014	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269015	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269016	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269017	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269018	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269019	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269020	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269021	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269022	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269023	Background Student - Female	Décor NPC (Female) - Non-Interactable	AAAAAA==
269024	Change your shoes	AAAAAA==	AAAAAA==
269025	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
269026	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
269027	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
269028	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
269029	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
269030	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
269031	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
269032	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
269033	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
269034	Box on top of the shoe locker	AAAAAA==	AAAAAA==
269035	Boys Near the Stairs	AAAAAA==	AAAAAA==
269037	Girls Near the Stairs	AAAAAA==	AAAAAA==
269038	Shouting Students	AAAAAA==	AAAAAA==
269039	Whispering Students	AAAAAA==	AAAAAA==
269040	Student near Window	AAAAAA==	AAAAAA==
269041	Forgetful Boy	AAAAAA==	AAAAAA==
269042	Bulletin Board	AAAAAA==	AAAAAA==
269043	Outdoor Shoe Students	AAAAAA==	AAAAAA==
269044	Cabinet	AAAAAA==	AAAAAA==
269045	Students in Corner	AAAAAA==	AAAAAA==
269046	Girl Looking at Bulletin Board	AAAAAA==	AAAAAA==
269047	Vending Machine	AAAAAA==	AAAAAA==
269101	Go to the practice building	AAAAAA==	AAAAAA==
269102	Go to the practice building	AAAAAA==	AAAAAA==
269103	Go to the classroom building	AAAAAA==	AAAAAA==
269104	Go to the classroom building	AAAAAA==	AAAAAA==
269105	Leave the school	AAAAAA==	AAAAAA==
269106	Go to 2F	AAAAAA==	AAAAAA==
269107	Go to 2F	AAAAAA==	AAAAAA==
269108	Go to 2F	AAAAAA==	AAAAAA==
269109	Go to 2F	AAAAAA==	AAAAAA==
269120	Boys' Bathroom	AAAAAA==	AAAAAA==
269121	Girls' Bathroom	AAAAAA==	AAAAAA==
269131	School Store	AAAAAA==	AAAAAA==
269201	Classroom Bldg 1F	<color=#ffffff>  </color>	AAAAAA==
269132	Go to the gymnasium	<color=#ffffff>  </color>	AAAAAA==
269133	Shun Kano	AAAAAA==	AAAAAA==
271001	Classroom Bldg 2F	<color=#ffffff>  </color>	AAAAAA==
271002	Depressed Boy	Décor NPC (Male) - Interactable	AAAAAA==
271003	Mellow Boy	Décor NPC (Male) - Interactable	AAAAAA==
271004	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271005	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271006	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271007	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271008	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271009	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271010	Décor	Décor NPC (Male) - Non-Interactable	AAAAAA==
271011	Girl Looking Afar	Décor NPC (Female) - Interactable	AAAAAA==
271012	Concerned Girl	Décor NPC (Female) - Interactable	AAAAAA==
271013	Nonchalant Girl	Décor NPC (Female) - Interactable	AAAAAA==
271014	Nodding Girl	Décor NPC (Female) - Interactable	AAAAAA==
271015	Ecstatic Girl	Décor NPC (Female) - Interactable	AAAAAA==
271016	Jealous Girl	Décor NPC (Female) - Interactable	AAAAAA==
271017	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271018	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271019	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271020	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271021	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271022	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271023	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271024	Décor	Décor NPC (Female) - Non-Interactable	AAAAAA==
271025	Tomoko Noge	<color=#ffffff>  </color>	AAAAAA==
271026	Tomoko Noge	<color=#ffffff>  </color>	AAAAAA==
271051	Go to 1F	AAAAAA==	AAAAAA==
271052	Go to 3F	AAAAAA==	AAAAAA==
271053	Go to 1F	AAAAAA==	AAAAAA==
271054	Go to 3F	AAAAAA==	AAAAAA==
271055	Go to 1F	AAAAAA==	AAAAAA==
