sn	name	desc
1303	Second Bailey Battle Scene	Second Bailey Battle Scene
1304	Castle Keep Room Battle Scene Low	Castle Keep Room Battle Scene Low
1305	Endless Castle Boss Battle Scene	Endless Castle Boss Battle Scene
1306	Castle Keep Room Battle Scene High	Castle Keep Room Battle Scene High
1307	Chapter 2 Boss Shadow	Chapter 2 Boss Shadow
1308	Chapter 2 Boss: Aegipan	Chapter 2 Boss: Aegipan
1309	Castle Keep Lower Hallway Battle	Castle Keep Lower Hallway Battle
1310	Castle Keep Upper Hallway Battle	Castle Keep Upper Hallway Battle
1311	Sea of Souls Boss Scene	Sea of Souls Boss Scene
1312	Collab 2: Boss Battle Scene	Collab 2: Boss Battle Scene
1313	Collab 2: Exhibition Hall	Collab 2: Exhibition Hall Battle
1314	Collab 2: Treasure Hall	Collab 2: Treasure Hall Battle
1315	Collab 2: Distorted Dungeon	Collab 2: Distorted Dungeon Battle
1316	Collab 2: Museum Entrance	Collab 2: Museum Entrance Battle
1317	Collab 2: Cental Garden Top Floor	Collab 2: Central Garden Top Floor Battle
1318	Collab 2: Hall	Collab 2: Hall
1319	Collab 2: Vault	Collab 2: Vault
1320	Collab 2: Boss	Collab 2: Boss
1324	Summer Event Battle Scene	Summer Event Battle Scene
1321	Guild Boss Battle	Guild Boss Battle
1322	Riko Awakening Battle	Dam Exterior Battle Scene
1323	Water Treatment Plant Tunnel	Water Treatment Plant Tunnel Battle Scene
1995	Swimsuit Character Highlight Scene (Night)	Swimsuit Character Highlight Scene (Night)
1325	Katayama Boss Battle	Katayama Boss Battle Scene
1327	Desert Town Battle Scene	Desert Town Battle Scene
1326	Power Plant Battle Scene	Power Plant Battle Scene
1329	Chamber of Emptiness Battle Scene	Chamber of Emptiness Battle Scene
1330	Pyramid Interior Battle Scene	Pyramid Interior Battle Scene
1331	Futaba Boss Battle Scene	Futaba Boss Battle Scene
1996	Swimsuit Character Highlight Scene	Swimsuit Character Highlight Scene
1998	All-Out Attack Scene	All-Out Attack Scene
1332	Transfer Line Battle Scene	Spaceport Battle Scene
1334	Chapter 3 Control Center Battle Scene	Chapter 3 Control Center Battle Scene
1333	Okumura Boss Battle Scene	Okumura Boss Battle Scene
1999	Battle	Battle
2102	Shibuya	Central Street
2103	Casino	Casino
1997	Core Skill Scene	Core Skill Scene
2107	Error: tnxotb-[Scene_name_2107]	Error: tnxotb-[Scene_desc_2107]
2108	Dark Room	Dark Room
2112	Underground Castle	Underground Castle
2113	Underground Castle	Underground Castle
2114	Underground Castle	Underground Castle
2115	Underground Castle	Underground Castle
2129	Home	Home
2130	Home	Home
2131	Battle	Party Screen
2132	Home	Home
2133	Chapter 2 Boss: Aegipan	Chapter 2 Boss: Aegipan
3000	Ginza Line Platform	Ginza Line Platform
3001	Gondola Interior Scene	Gondola Interior Scene
3002	Yongen-Jaya	Yongen-Jaya
3003	Yongen-Jaya	Café
3004	Baseball Stadium	Baseball Stadium
3005	Bathhouse	Bathhouse
3006	Movie Theater	Yongen-Jaya Movie Theater
3007	Shibuya	Diner
3008	Shibuya	Convenience Store
3009	Shibuya	Beef Bowl Restaurant
3010	Movie Theater	Shibuya Movie Theater
3011	Shibuya	Shibuya Arcade
3012	Shibuya	Sports Gym
3013	Shibuya	Underground Mall
3014	Shibuya	Inogami Line
3015	Theater Passageway	Shibuya Movie Theater Passageway
3016	Shibuya	Drugstore
3017	Shibuya	Beef Bowl Restaurant Breakroom
3018	Shinjuku	Shinjuku
3019	Movie Theater	Shinjuku Movie Theater Passageway
3020	Victory Kitchen	Victory Kitchen
3021	Bookstore	Bookstore
3022	Inokashira Park	Inokashira Park Lake
3023	Sensoji Temple	Asakusa
3024	Skytree	Asakusa
3025	Used Bookstore	Jinbocho
3026	Planetarium	Ikebukuro
3027	Church	Kanda
3028	Dome Town	Suidobashi
3029	Takenoko Street	Harajuku
3030	Ramen Shop	Ogikubo
3031	Monjayaki Shop	Tsukishima
3032	Ferris Wheel	Odaiba Seaside Park
3033	Odaiba Seaside Park	Odaiba Seaside Park
3034	Fishing Pond	Ichigaya
3035	Kokatsu Academy	Room 2-C
3036	Kokatsu Academy	1F Hallway
3037	Kokatsu Academy	School Rooftop
3038	Kokatsu Academy	School Gate
3039	Kokatsu Academy	Library
3040	Kokatsu Academy	Class 2-C (Class Schedule Only)
3041	Kokatsu Academy	Band Club Room (Band Schedule Only)
3042	Kokatsu Academy	School Gate (Soccer Schedule Only)
3043	Zoshigaya	Zoshigaya
3044	Heritage Kitchen	Heritage Kitchen
3045	Akihabara	Akihabara
3046	Concept Café	Akihabara Cosplay Café
3047	Shibuya	Central Street
3048	Home	Home (Living Room)
3049	Home	Home (Bedroom)
3050	Shibuya Station	Accessway
3051	The Velvet Room	The Velvet Room
3052	The Velvet Room	The Velvet Room
3053	Shimo-Kitazawa	Shimo-Kitazawa Station
3054	Shimo-Kitazawa	School Route
3055	Teahouse	Asakusa Japanese Café
3056	Museum	Ueno
3057	Online World	Yui's Virtual World: Farm
3058	Virtual Market	Yui's Virtual World: Road
3059	Virtual Snowy Mountain	Yui's Virtual World: Snowy Mountain
3060	Teahouse	Chinatown Teahouse
3061	Mementos	Mementos
3062	Kokatsu Academy	3F Hallway
3063	Kokatsu Academy	Audiovisual Room
3064	Kokatsu Academy	2F Hallway
3065	Yui's Room	Yui's Virtual World: Yui's Room
3066	Miura Beach	Miura Beach
3067	Yoyogi Park	Yoyogi Park: Small City Park
3068	Riko's Parlor	Riko Tanemura: Parlor
3069	Bar	Bar
3070	Kichijoji	Kichijoji
4000	Metaverse	Unknown Area
4001	Metaverse	Unknown Area
4002	Beginner Dungeon	Error: tnxotb-[Scene_desc_4002]
3071	Shibuya	Central Street
4003	Mementos	Unknown Area
5000	Strategy Room	Strategy Room
5001	Strategy Room	Strategy Room
5002	Metaverse Hideout	Mementos Entrance
5003	Velvet Room: Trials from the Sea of Souls	Velvet Room: Trials from the Sea of Souls
5004	Dining Car	Synergy Story Scene
5011	Shibuya Station	Accessway
5012	Studio	TV Station: Miyazawa Confession
5100	The Velvet Room	The Velvet Room
5110	Phantom Thief Screen	Phantom Thief Screen
5120	Velvet Room: Vortex	Velvet Room: Vortex
5130	Chamber of Recollections	Chamber of Recollections
5140	Band Screen	Band Screen
5141	Marthym's Shop Screen	Marthym's Shop Screen
5142	Half-Year Anniversary Marthym Screen	Half-Year Anniversary Marthym Screen
5145	Band Performance Scene	Band Performance Scene
5190	Trial of the Astrolabe Entrance Scene	Trial of the Astrolabe Entrance Scene
5191	Trial of the Astrolabe Play Scene	Trial of the Astrolabe Play Scene
5200	The Velvet Trials Episode Scene	The Velvet Trials Episode Scene
5201	The Velvet Trials Stage Scene	The Velvet Trials Stage Scene
5502	Path of Qimranut Area 1	Path of Qimranut Area 1
5503	Mementos Entrance	Mementos Entrance
5504	Path of Qimranut Area 2	Path of Qimranut Area 2
5505	Abandoned Path of Qimranut Area 3	Abandoned Path of Qimranut Area 3
5506	Path of Qimranut Area 3	Path of Qimranut Area 4
5509	Path of Qimranut Depths	Path of Qimranut Area Change
5510	Path of Aiyatsbus Area 1	Path of Aiyatsbus Area 1
5511	Path of Aiyatsbus Area 2	Path of Aiyatsbus Area 2
5512	Path of Aiyatsbus Area 3	Path of Aiyatsbus Area 3
5513	Path of Aiyatsbus Area 4	Path of Aiyatsbus Area 4
5514	Path of Aiyatsbus Area 3	Path of Aiyatsbus Area 3 (New)
5519	Path of Aiyatsbus Depths	Path of Aiyatsbus Area Change
5520	Path of Chemdah Area 1	Path of Chemdah Area 1
5521	Path of Chemdah Area 2	Path of Chemdah Area 2
5522	Path of Chemdah Area 3	Path of Chemdah Area 3
5523	Path of Chemdah Area 4	Path of Chemdah Area 4
5524	Path of Chemdah Area 5	Path of Chemdah Area 5
5525	Path of Chemdah Area 6	Path of Chemdah Area 6
5526	Path of Chemdah Area 7	Path of Chemdah Area 7
5529	Path of Chemdah Depths	Path of Chemdah Area Change
5600	???	Path of Aiyatsbus Unknown Area
5601	???	Path of Aiyatsbus Unknown Area
5602	???	Path of Qimranut Unknown Area
5603	???	Path of Qimranut Unknown Area
5604	???	Path of Aiyatsbus Unknown Area
5605	???	Path of Aiyatsbus Unknown Area
5606	???	Path of Qimranut Unknown Area
5607	???	Path of Qimranut Unknown Area
5608	???	Path of Aiyatsbus Unknown Area
5609	???	Path of Qimranut Unknown Area
5800	Path of Qimranut Fare Machine	Path of Qimranut Fare Machine
5801	Path of Aiyatsbus Fare Machine	Path of Qimranut Fare Machine
5610	???	Path of Qimranut Unknown Area
5611	???	Path of Qimranut Unknown Area
5700	Safe Room	Safe Room
5701	Safe Room	Safe Room
5702	Safe Room	Safe Room
5900	Tycoon Match	Tycoon Match
5901	Tycoon Match	Tycoon Match
8300	Baseball Stadium: Gate	Baseball Stadium: Main Entrance
8301	Baseball Stadium: East Exhibition Hall	Baseball Stadium: Exhibition Hall Basement
8302	Baseball Stadium: Central Exhibition Hall	Baseball Stadium: Central Exhibition Hall
5703	Safe Room	Safe Room
8303	Baseball Stadium: Exhibition Unload Area	Baseball Stadium: Exhibition Unload Area
8304	Baseball Stadium: Exhibition Hall Batting Cages	Baseball Stadium: Exhibition Hall Batting Cages
8305	Baseball Stadium: Exhibition Hall Safe Room	Baseball Stadium: Exhibition Hall Safe Room
8306	Baseball Stadium: Exhibition Hall West Side	Baseball Stadium: Exhibition Hall West Area
5802	Path of Chemdah Fare Machine	Path of Chemdah Fare Machine
8308	Baseball Stadium: Home Run 1F	Baseball Stadium: Home Base 1F Exhibition Hall
8311	Baseball Stadium: Training Hall	Baseball Stadium: Training Hall
8312	Baseball Stadium: Exhibition Hall Basement	Baseball Stadium: Exhibition Hall Basement
8318	Baseball Stadium: Training Hall Safe Room	Baseball Stadium: Training Hall Safe Room
8331	Baseball Stadium: Club 1F 1	Baseball Stadium: Club 1F
8332	Baseball Stadium: Club 1F 2	Baseball Stadium: Club 1F
8335	Baseball Stadium: Interior Location	Story Scene
8336	Baseball Stadium 2F	Baseball Stadium: Club 2F
8341	Baseball Stadium: Club 3F 1	Baseball Stadium: Club 3F
8342	Baseball Stadium: Club 3F 2	Baseball Stadium: Club 3F
8343	Baseball Stadium: Club Safe Room	Baseball Stadium: Club Safe Room
8344	Baseball Stadium: Club Safe Room	Baseball Stadium: Club Safe Room (PV)
8349	Error: tnxotb-[Scene_name_8349]	Archive
8350	Baseball Stadium: Rooftop	Stadium Rooftop: Home Base - First Base
8351	Baseball Stadium: Rooftop	Stadium Rooftop: First Base - Third Base
8353	Baseball Stadium: Rooftop	Stadium Rooftop: Third Base - Home Base
8355	Baseball Stadium: Center Field	Baseball Stadium: Player Tunnel and Boss Stage
8356	Baseball Stadium: Center Field	Baseball Stadium: Player Tunnel and Boss Stage
8357	Baseball Stadium: Center Field	Baseball Stadium: Player Tunnel and Boss Stage
8380	Safe Room	Safe Room
8400	Studio: Palace Forest	Studio: Palace Forest
8401	Studio: Palace Gate	Studio: Palace Main Gate Bridge
8402	Studio: Main Film Studio	Studio: Main Film Studio
8410	Studio: Third Bailey	Studio: Third Bailey
8420	Studio: Second Bailey	Studio: Second Bailey
8421	Studio: Main Bailey	Studio: Castle Keep Exterior
8509	Dam: Exterior View	Chapter 3 Palace Exterior: Complete
8431	Safe Room	Castle Keep: Safe Room
8432	Safe Room	Third Bailey: Safe Room
8440	Studio: Castle Keep Depths	Studio: Castle Keep Interior
8450	Studio: Castle Keep Mid-Level	Studio: Castle Keep Interior 2
8519	Dam: Water Treatment Plant	Chapter 3 Water Treatment Plant Full
8460	Studio: Castle Keep Summit	Studio: Castle Keep Upper
8461	Studio: Exterior West Side	Studio: Castle Keep Upper Exterior 1
8503	Dam: Summit	Dam: Summit Area
8504	Dam: Opposite Shore	Dam: Opposite Shore
8501	Dam: Entrance	Dam: Palace Entrance
8502	Dam: Memorial Plaza	Dam: Memorial Plaza
8517	Dam: Reservoir Room	Dam: Water Treatment Plant Reservoir Room 2A
8511	Dam: Lower Factory	Dam: Water Treatment Plant Lower
8512	Dam: Middle Factory	Dam: Water Treatment Plant Central
8513	Dam: Upper Factory	Dam: Water Treatment Plant Upper
8521	Chapter 3 Power Plant 1	Chapter 3 Power Plant 1
8522	Chapter 3 Power Plant 2	Chapter 3 Power Plant 2
8523	Chapter 3 Power Plant 3	Chapter 3 Power Plant 3
8529	Dam: Power Plant	Chapter 3 Power Plant Full
8514	Dam: Tunnel	Dam: Water Treatment Plant Tunnel
8518	Dam: Reservoir Room	Dam: Water Treatment Plant Reservoir Room 3A
8462	Studio: Exterior East Side	Studio: Castle Keep Upper Exterior 2
8524	Dam: Reservoir	Dam: Power Plant Reservoir Room
8525	Dam: Generator Room	Dam: Power Plant Generator Room
8532	Chapter 3 Control Center Lower	Chapter 3 Control Center Lower
8533	Chapter 3 Control Center ???	Chapter 3 Control Center ???
8534	Chapter 3 Control Center Upper	Chapter 3 Control Center Upper
8535	Chapter 3 Control Center Central Plaza	Chapter 3 Control Center Central Plaza
8536	Chapter 3 Control Center Core Monitoring Room	Chapter 3 Control Center Core Monitoring Room
8537	Chapter 3 Control Center Safe Room	Chapter 3 Control Center: Safe Room
8591	Treasure Room	Katayama's Treasure Room
8470	Studio: Court	Studio: Court
8471	Studio: Court	Studio: Court
8592	Treasure Room	Katayama's Treasure Room
8593	Treasure Room	Katayama's Treasure Room
9500	Safe Room	Stage Strategy Safe Room
15000	Material Dungeon	Stage
15101	Art Gallery	Art Gallery
8538	???	Chapter 3 Control Center Treasure Room 1
8539	???	Chapter 3 Control Center Treasure Room 2
8516	Dam: Tunnel	Dam: Water Treatment Plant Tunnel
15201	Underground Castle	Underground Castle
8531	Dam: Safe Room	Dam: Safe House
15301	Spaceport	Spaceport
15401	Bank Vault	Bank Vault
15801	Church of Revelation	Church of Revelation
15802	Church of Revelation	Church of Revelation
15803	Church of Revelation	Church of Revelation
15804	Church of Revelation	Church of Revelation
15805	Church of Revelation	Church of Revelation
15806	Church of Revelation	Church of Revelation
15807	Church of Revelation	Church of Revelation
15808	Church of Revelation	Church of Revelation
19999	Material Dungeon	Stage
20001	Strange Castle	Strange Castle
20002	Strange Castle	Strange Castle
20003	Strange Castle	Strange Castle
20011	Relativity's Labyrinth	Relativity's Labyrinth
20012	Relativity's Labyrinth	Relativity's Labyrinth
20013	Relativity's Labyrinth	Relativity's Labyrinth
20014	Relativity's Labyrinth	Relativity's Labyrinth
20021	Cage Match	Cage Match
20022	Cage Match	Cage Match
20023	Cage Match	Cage Match
21030	Casino	Casino
25101	Trials Map	Art Gallery
25201	Trials Map	Underground Castle
25301	Trials Map	Spaceport
25401	Trials Map	Bank Vault
25501	Trials Map	Church of Revelation 1
25601	Trials Map	Church of Revelation 2
25701	Trials Map	Church of Revelation 3
25801	Trials Map	Church of Revelation 4
26001	Collab 2: Boss Battle Scene	Collab 2 Boss Battle Menu Scene
26002	Collab 2: Boss	Collab 2 Boss
26005	Event Boss	Event Boss
26006	Event Boss	Event Boss
26007	Collab 3: Boss Battle Scene	Collab 3 Boss Battle Menu Scene
30000	Event Dungeon	Event Dungeon
30001	Lion of March: Road	Play shogi
30002	Lion of March: Road	Play shogi
30003	Lion of March: Burned Wastes	Play shogi
30004	Lion of March: Burned Wastes	Play shogi
30005	Ryu-oh's Job	Play shogi
30006	Ryu-oh's Job	Play shogi
30007	Ryu-oh's Job	Play shogi
26003	Event Boss	Event Boss
26004	Event Boss	Event Boss
30008	Ryu-oh's Job	Play shogi
30009	Ryu-oh's Job	Play shogi
30010	Ryu-oh's Job	Play shogi
26008	Collab 3: Boss Battle Scene	Collab 3 Boss Battle Menu Scene
30999	Event Dungeon	Event Dungeon
31000	Trials from the Sea of Souls	Trials from the Sea of Souls
31005	Trials from the Sea of Souls Boss Scene	Trials from the Sea of Souls Boss
32000	Starting Station Platform	Starting Station Platform
32001	Strange Platform	Strange Platform
32011	Safe Platform	Safe Platform
35001	Guild Boss Screen Scene	Guild Boss Screen Scene
32012	Safe Platform	Safe Platform
32021	Dangerous Platform	Dangerous Platform
32022	Dangerous Platform	Dangerous Platform
32023	Dangerous Platform	Dangerous Platform
32031	Dangerous Platform	Dangerous Platform
32032	Dangerous Platform	Dangerous Platform
32033	Dangerous Platform	Dangerous Platform
35000	Guild Boss Screen Scene	Guild Boss Screen Scene
36000	Collab Event Main Screen Scene	Collab Event Main Screen Scene
36001	Collab Event Stage Play Scene 1	Collab Event Stage Play Scene 1
36002	Collab Event Stage Play Scene 2	Collab Event Stage Play Scene 2
36003	Collab Event Stage Play Scene 3 Top	Collab Event Stage Play Scene 3 Top
36004	Collab Event Stage Play Scene 3 Bottom	Collab Event Stage Play Scene 3 Bottom
39999	Metaverse	Metaverse
40000	Interlude	Interlude
40001	Old Castle: Castle Gate	Error: tnxotb-[Scene_desc_40001]
40002	Old Castle: Central Hall	Error: tnxotb-[Scene_desc_40002]
40003	Underground Prison 1F	Error: tnxotb-[Scene_desc_40003]
40004	Underground Prison 2F	Error: tnxotb-[Scene_desc_40004]
40005	Underground Prison: Underground Corridor	Error: tnxotb-[Scene_desc_40005]
40006	Underground Prison: Hidden Room	Error: tnxotb-[Scene_desc_40006]
40007	Training Hall of Love	Error: tnxotb-[Scene_desc_40007]
40008	Old Castle: West Building 1F	Error: tnxotb-[Scene_desc_40008]
40009	Old Castle: West Building 2F	Error: tnxotb-[Scene_desc_40009]
40010	Old Castle: East 2F	Error: tnxotb-[Scene_desc_40010]
40011	Old Castle 3F	Error: tnxotb-[Scene_desc_40011]
40012	Old Castle 3F	Error: tnxotb-[Scene_desc_40012]
40013	Old Castle: Top Floor	Error: tnxotb-[Scene_desc_40013]
40014	Central Tower: Bottom	Error: tnxotb-[Scene_desc_40014]
40015	Central Tower: Top	Error: tnxotb-[Scene_desc_40015]
40016	Secret Passage	Error: tnxotb-[Scene_desc_40016]
40017	King's Room	Error: tnxotb-[Scene_desc_40017]
40018	Underground Prison Safe Room	Error: tnxotb-[Scene_desc_40018]
40019	Castle Safe Room	Error: tnxotb-[Scene_desc_40019]
40020	Error: tnxotb-[Scene_name_40020]	Error: tnxotb-[Scene_desc_40020]
40021	Museum Entrance	Error: tnxotb-[Scene_desc_40021]
40022	Museum 1F: Special Exhibit Room	Error: tnxotb-[Scene_desc_40022]
40023	Museum 1F: 1st Exhibit Room	Error: tnxotb-[Scene_desc_40023]
40024	Museum 2F: 2nd Exhibit Room	Error: tnxotb-[Scene_desc_40024]
40025	Central Garden	Error: tnxotb-[Scene_desc_40025]
40026	Treasure Hall: Waiting Room	Error: tnxotb-[Scene_desc_40026]
40027	Treasure Hall: Gallery	Error: tnxotb-[Scene_desc_40027]
40028	Distorted Dungeon	Error: tnxotb-[Scene_desc_40028]
40029	Distorted Dungeon Exit	Error: tnxotb-[Scene_desc_40029]
40030	Treasure Hall: Main Hall	Error: tnxotb-[Scene_desc_40030]
40031	Treasure Hall Exterior	Error: tnxotb-[Scene_desc_40031]
40032	Museum Safe Room	Error: tnxotb-[Scene_desc_40032]
40033	Bank: Hall	Error: tnxotb-[Scene_desc_40033]
40034	Bank: Staff Passageway	Error: tnxotb-[Scene_desc_40034]
40035	Bank: Vault Dungeon	Error: tnxotb-[Scene_desc_40035]
40036	Bank: Vault 1F	Error: tnxotb-[Scene_desc_40036]
40037	Bank: Vault 2F	Error: tnxotb-[Scene_desc_40037]
40038	Bank: Vault 3F	Error: tnxotb-[Scene_desc_40038]
40039	Bank: Front	Error: tnxotb-[Scene_desc_40039]
40040	Bank: Laundering Office Upper Floor	Error: tnxotb-[Scene_desc_40040]
40041	Bank: Laundering Office Lower Floor	Error: tnxotb-[Scene_desc_40041]
40042	Bank Vault	Error: tnxotb-[Scene_desc_40042]
40043	Bank: Safe Room	Error: tnxotb-[Scene_desc_40043]
40044	Pyramid: Entrance	Error: tnxotb-[Scene_desc_40044]
40045	Desert Town	Error: tnxotb-[Scene_desc_40045]
40046	Pyramid: Great Corridor	Error: tnxotb-[Scene_desc_40046]
40047	Pyramid: Chamber of Rejection	Error: tnxotb-[Scene_desc_40047]
40048	Pyramid: Chamber of Guilt	Error: tnxotb-[Scene_desc_40048]
40049	Pyramid: Chamber of Sanctuary	Error: tnxotb-[Scene_desc_40049]
40050	Pyramid: Chamber of Emptiness	Error: tnxotb-[Scene_desc_40050]
40051	Pyramid: Summit	Error: tnxotb-[Scene_desc_40051]
40052	Pyramid: Underground Passage	Error: tnxotb-[Scene_desc_40052]
40053	Pyramid: Underground Cavern	Error: tnxotb-[Scene_desc_40053]
40055	Spaceport: Cycle Story Scene	Error: tnxotb-[Scene_desc_40055]
40054	Pyramid: Chamber of Sarcophagi	Error: tnxotb-[Scene_desc_40054]
40065	Spaceport: Story Scene	Error: tnxotb-[Scene_desc_40065]
40056	Spaceport: Facility Passageway	Error: tnxotb-[Scene_desc_40056]
40057	Spaceport: Barracks	Error: tnxotb-[Scene_desc_40057]
40058	Spaceport: Barracks	Error: tnxotb-[Scene_desc_40058]
40059	Spaceport: Facility Surroundings	Error: tnxotb-[Scene_desc_40059]
40060	Central Factory: Export Line	Error: tnxotb-[Scene_desc_40060]
